origin,hour,model,actual,forecast,error,abs_error
2024-05-17,2024-05-17 06:00:00,calendar_lag_ridge,2744.0,2554.721597256789,189.2784027432108,189.2784027432108
2024-05-17,2024-05-17 07:00:00,calendar_lag_ridge,6360.0,4978.895592142964,1381.1044078570358,1381.1044078570358
2024-05-17,2024-05-17 08:00:00,calendar_lag_ridge,9113.0,7056.428526614945,2056.5714733850546,2056.5714733850546
2024-05-17,2024-05-17 09:00:00,calendar_lag_ridge,7386.0,5822.118467881568,1563.881532118432,1563.881532118432
2024-05-17,2024-05-17 10:00:00,calendar_lag_ridge,6135.0,5042.70281261818,1092.2971873818196,1092.2971873818196
2024-05-17,2024-05-17 11:00:00,calendar_lag_ridge,6621.0,5539.302693871219,1081.6973061287808,1081.6973061287808
2024-05-17,2024-05-17 12:00:00,calendar_lag_ridge,7686.0,6168.14614831658,1517.8538516834196,1517.8538516834196
2024-05-17,2024-05-17 13:00:00,calendar_lag_ridge,8234.0,6831.882994990538,1402.1170050094624,1402.1170050094624
2024-05-17,2024-05-17 14:00:00,calendar_lag_ridge,9531.0,7602.04299658607,1928.9570034139297,1928.9570034139297
2024-05-17,2024-05-17 15:00:00,calendar_lag_ridge,10731.0,8363.027752612486,2367.9722473875136,2367.9722473875136
2024-05-17,2024-05-17 16:00:00,calendar_lag_ridge,11733.0,8360.229341004584,3372.770658995416,3372.770658995416
2024-05-17,2024-05-17 17:00:00,calendar_lag_ridge,13727.0,10277.343540980237,3449.656459019763,3449.656459019763
2024-05-17,2024-05-17 18:00:00,calendar_lag_ridge,12682.0,9995.2389949334,2686.761005066601,2686.761005066601
2024-05-17,2024-05-17 19:00:00,calendar_lag_ridge,10355.0,7230.886080126154,3124.1139198738456,3124.1139198738456
2024-05-17,2024-05-17 20:00:00,calendar_lag_ridge,7738.0,5623.218236998772,2114.781763001228,2114.781763001228
2024-05-17,2024-05-17 21:00:00,calendar_lag_ridge,5631.0,4529.130168625854,1101.869831374146,1101.869831374146
2024-05-17,2024-05-17 22:00:00,calendar_lag_ridge,4745.0,4123.242181548913,621.7578184510867,621.7578184510867
2024-05-17,2024-05-17 23:00:00,calendar_lag_ridge,4390.0,3343.764168272972,1046.2358317270282,1046.2358317270282
2024-05-24,2024-05-24 00:00:00,previous_day,2310.0,1994.0,316.0,316.0
2024-05-24,2024-05-24 01:00:00,previous_day,1266.0,1084.0,182.0,182.0
2024-05-24,2024-05-24 02:00:00,previous_day,786.0,549.0,237.0,237.0
2024-05-24,2024-05-24 03:00:00,previous_day,513.0,331.0,182.0,182.0
2024-05-24,2024-05-24 04:00:00,previous_day,455.0,384.0,71.0,71.0
2024-05-24,2024-05-24 05:00:00,previous_day,1077.0,1195.0,-118.0,118.0
2024-05-24,2024-05-24 06:00:00,previous_day,2994.0,3526.0,-532.0,532.0
2024-05-24,2024-05-24 07:00:00,previous_day,6298.0,7839.0,-1541.0,1541.0
2024-05-24,2024-05-24 08:00:00,previous_day,8882.0,11404.0,-2522.0,2522.0
2024-05-24,2024-05-24 09:00:00,previous_day,7777.0,5775.0,2002.0,2002.0
2024-05-24,2024-05-24 10:00:00,previous_day,6868.0,2727.0,4141.0,4141.0
2024-05-24,2024-05-24 11:00:00,previous_day,7343.0,4567.0,2776.0,2776.0
2024-05-24,2024-05-24 12:00:00,previous_day,8435.0,5869.0,2566.0,2566.0
2024-05-24,2024-05-24 13:00:00,previous_day,9467.0,6460.0,3007.0,3007.0
2024-05-24,2024-05-24 14:00:00,previous_day,10817.0,7581.0,3236.0,3236.0
2024-05-24,2024-05-24 15:00:00,previous_day,11842.0,9636.0,2206.0,2206.0
2024-05-24,2024-05-24 16:00:00,previous_day,12541.0,11235.0,1306.0,1306.0
2024-05-24,2024-05-24 17:00:00,previous_day,13385.0,14702.0,-1317.0,1317.0
2024-05-24,2024-05-24 18:00:00,previous_day,12398.0,14219.0,-1821.0,1821.0
2024-05-24,2024-05-24 19:00:00,previous_day,10435.0,11123.0,-688.0,688.0
2024-05-24,2024-05-24 20:00:00,previous_day,7656.0,8269.0,-613.0,613.0
2024-05-24,2024-05-24 21:00:00,previous_day,5827.0,6240.0,-413.0,413.0
2024-05-24,2024-05-24 22:00:00,previous_day,5052.0,5070.0,-18.0,18.0
2024-05-24,2024-05-24 23:00:00,previous_day,4238.0,3565.0,673.0,673.0
2024-05-24,2024-05-24 00:00:00,previous_week,2310.0,1809.0,501.0,501.0
2024-05-24,2024-05-24 01:00:00,previous_week,1266.0,1004.0,262.0,262.0
2024-05-24,2024-05-24 02:00:00,previous_week,786.0,641.0,145.0,145.0
2024-05-24,2024-05-24 03:00:00,previous_week,513.0,382.0,131.0,131.0
2024-05-24,2024-05-24 04:00:00,previous_week,455.0,378.0,77.0,77.0
2024-05-24,2024-05-24 05:00:00,previous_week,1077.0,985.0,92.0,92.0
2024-05-24,2024-05-24 06:00:00,previous_week,2994.0,2744.0,250.0,250.0
