station_id,station_name,annual_starts,months_active,first_started_at,last_started_at,latitude,longitude,coordinate_rows,share_of_system_starts,cluster_id,cluster_label
7207.08,W 70 St & Amsterdam Ave,76957,12,2024-01-01 00:38:27.141,2024-12-31 23:15:29.011,40.77748045999999,-73.98288594000009,76957,0.001739471172464418,cluster_02,Cluster 02 - 11 Ave & W 41 St area
7141.07,Central Park West & W 72 St,76534,12,2024-01-01 00:23:03.273,2024-12-31 23:06:23.564,40.77579376683667,-73.9762057363987,76534,0.0017299100369477989,cluster_02,Cluster 02 - 11 Ave & W 41 St area
6611.02,W 37 St & 10 Ave,76361,12,2024-01-01 00:51:19.627,2024-12-31 22:44:53.131,40.756603590000005,-73.99790090000002,76361,0.0017259996907436025,cluster_02,Cluster 02 - 11 Ave & W 41 St area
6676.02,W 45 St & 8 Ave,76349,12,2024-01-01 00:12:53.593,2024-12-31 22:34:37.691,40.75929123999999,-73.98859651000002,76349,0.0017257284528566063,cluster_02,Cluster 02 - 11 Ave & W 41 St area
6464.09,E 44 St & Lexington Ave,76197,12,2024-01-01 00:05:16.135,2024-12-31 21:43:13.561,40.75264300000001,-73.97499599999998,76197,0.0017222927729546532,cluster_02,Cluster 02 - 11 Ave & W 41 St area
6708.04,Broadway & W 48 St,74827,12,2024-01-04 10:35:52.868,2024-12-27 10:53:49.140,40.760177395377845,-73.98486793041229,74827,0.0016913264475225775,cluster_02,Cluster 02 - 11 Ave & W 41 St area
6847.02,Broadway & W 56 St,74619,12,2024-01-01 22:24:25.334,2024-12-29 03:23:46.238,40.76526539999999,-73.98192337999998,74619,0.001686624990814642,cluster_02,Cluster 02 - 11 Ave & W 41 St area
6717.06,9 Ave & W 45 St,72844,12,2024-01-01 00:07:36.108,2024-12-31 23:08:35.032,40.76019251999998,-73.99125510000003,72844,0.0016465043866964416,cluster_02,Cluster 02 - 11 Ave & W 41 St area
7183.03,Riverside Blvd & W 67 St,72388,12,2024-01-01 07:52:50.095,2024-12-31 19:10:14.346,40.77750702754797,-73.98888587951659,72388,0.0016361973469905828,cluster_02,Cluster 02 - 11 Ave & W 41 St area
6517.08,W 42 St & 6 Ave,71195,12,2024-01-02 08:30:32.124,2024-12-28 09:27:14.648,40.75492,-73.98455000000001,71195,0.0016092317803917022,cluster_02,Cluster 02 - 11 Ave & W 41 St area
7311.02,Amsterdam Ave & W 79 St,69203,12,2024-01-01 01:03:55.245,2024-12-31 23:41:21.541,40.78293910000001,-73.97865170000003,69203,0.0015642062911503192,cluster_02,Cluster 02 - 11 Ave & W 41 St area
5329.03,West St & Chambers St,135834,12,2024-01-01 00:43:13.948,2024-12-31 20:53:49.475,40.71754834000002,-74.01322068999997,135834,0.003070277261854435,cluster_03,Cluster 03 - West St & Chambers St area
5788.13,Lafayette St & E 8 St,134380,12,2024-01-01 00:50:28.397,2024-12-31 23:45:23.212,40.73020660529953,-73.99102628231049,134380,0.0030374122712133853,cluster_03,Cluster 03 - West St & Chambers St area
5492.05,Cleveland Pl & Spring St,107809,12,2024-01-01 00:19:29.846,2024-12-31 23:34:11.048,40.722103511117496,-73.99724897132899,107809,0.0024368237799318637,cluster_03,Cluster 03 - West St & Chambers St area
5184.08,West St & Liberty St,104757,12,2024-01-01 00:35:04.245,2024-12-31 20:16:15.115,40.711444,-74.01484700000003,104757,0.002367838944005809,cluster_03,Cluster 03 - West St & Chambers St area
5303.08,Canal St & Rutgers St,97635,12,2024-01-01 00:04:39.550,2024-12-31 23:43:20.218,40.71427487021294,-73.98990025023751,97635,0.002206859258073514,cluster_03,Cluster 03 - West St & Chambers St area
5303.06,Clinton St & Grand St,95050,12,2024-01-01 00:25:34.817,2024-12-31 23:15:54.479,40.71559509,-73.98702949999999,95050,0.0021484300965830647,cluster_03,Cluster 03 - West St & Chambers St area
5374.01,Norfolk St & Broome St,94928,12,2024-01-01 00:45:39.164,2024-12-31 23:49:01.046,40.7172274,-73.98802084000005,94928,0.0021456725113986027,cluster_03,Cluster 03 - West St & Chambers St area
5763.03,Carmine St & 6 Ave,93960,12,2024-01-01 00:42:00.900,2024-12-31 23:48:53.540,40.73038599,-74.00214988000002,93960,0.0021237926551809024,cluster_03,Cluster 03 - West St & Chambers St area
5847.01,Christopher St & Greenwich St,93192,12,2024-01-06 08:26:57.424,2024-12-31 23:15:48.986,40.73291553,-74.00711384,93192,0.0021064334304131405,cluster_03,Cluster 03 - West St & Chambers St area
5297.02,Vesey Pl & River Terrace,90425,12,2024-01-01 09:28:16.676,2024-12-31 23:38:34.124,40.715337900000016,-74.01658354000004,90425,0.0020438904943032472,cluster_03,Cluster 03 - West St & Chambers St area
5561.06,Lafayette St & Jersey St,88805,12,2024-01-01 00:07:17.203,2024-12-31 23:31:59.274,40.72456089,-73.99565293,88805,0.002007273379558749,cluster_03,Cluster 03 - West St & Chambers St area
5382.06,Grand St & Elizabeth St,85577,12,2024-01-01 00:16:26.845,2024-12-31 23:11:07.552,40.71882199999999,-73.99595999999997,85577,0.0019343103879567484,cluster_03,Cluster 03 - West St & Chambers St area
