hour,rides,date,day_name,day_of_week,hour_of_day,is_weekend,is_federal_holiday,temperature_c,precipitation_mm,snowfall_cm,wind_speed_kmh
2024-01-14 15:00:00,3869,2024-01-14,Sunday,6,15,True,False,3.0,0.1,0.07,32.7
2024-01-14 16:00:00,3889,2024-01-14,Sunday,6,16,True,False,2.7,0.0,0.0,33.0
2024-01-14 17:00:00,3102,2024-01-14,Sunday,6,17,True,False,1.4,0.0,0.0,36.4
2024-01-14 18:00:00,2631,2024-01-14,Sunday,6,18,True,False,-0.2,0.0,0.0,29.2
2024-01-14 19:00:00,2212,2024-01-14,Sunday,6,19,True,False,-1.9,0.0,0.0,23.1
2024-01-14 20:00:00,1745,2024-01-14,Sunday,6,20,True,False,-2.7,0.0,0.0,20.7
2024-01-14 21:00:00,1309,2024-01-14,Sunday,6,21,True,False,-2.5,0.0,0.0,19.4
2024-01-14 22:00:00,1162,2024-01-14,Sunday,6,22,True,False,-3.2,0.0,0.0,19.5
2024-01-14 23:00:00,1071,2024-01-14,Sunday,6,23,True,False,-3.8,0.0,0.0,15.9
2024-01-15 00:00:00,649,2024-01-15,Monday,0,0,False,True,-4.4,0.0,0.0,10.1
2024-01-15 01:00:00,318,2024-01-15,Monday,0,1,False,True,-5.1,0.0,0.0,7.2
2024-01-15 02:00:00,198,2024-01-15,Monday,0,2,False,True,-5.3,0.0,0.0,7.9
2024-01-15 03:00:00,135,2024-01-15,Monday,0,3,False,True,-5.6,0.0,0.0,8.0
2024-01-15 04:00:00,158,2024-01-15,Monday,0,4,False,True,-5.8,0.0,0.0,7.5
2024-01-15 05:00:00,348,2024-01-15,Monday,0,5,False,True,-5.4,0.0,0.0,7.2
2024-01-15 06:00:00,766,2024-01-15,Monday,0,6,False,True,-5.1,0.0,0.0,8.9
2024-01-15 07:00:00,1263,2024-01-15,Monday,0,7,False,True,-5.4,0.0,0.0,7.2
2024-01-15 08:00:00,2022,2024-01-15,Monday,0,8,False,True,-5.8,0.0,0.0,6.6
2024-01-15 09:00:00,2364,2024-01-15,Monday,0,9,False,True,-5.3,0.0,0.0,9.7
2024-01-15 10:00:00,2767,2024-01-15,Monday,0,10,False,True,-4.3,0.0,0.0,10.9
2024-01-15 11:00:00,3042,2024-01-15,Monday,0,11,False,True,-3.3,0.0,0.0,10.5
2024-01-15 12:00:00,3263,2024-01-15,Monday,0,12,False,True,-2.2,0.0,0.0,10.0
2024-01-15 13:00:00,3429,2024-01-15,Monday,0,13,False,True,-1.2,0.0,0.0,11.0
2024-01-15 14:00:00,3570,2024-01-15,Monday,0,14,False,True,-0.9,0.0,0.0,11.4
2024-01-15 15:00:00,3887,2024-01-15,Monday,0,15,False,True,-0.9,0.0,0.0,11.3
2024-01-15 16:00:00,3726,2024-01-15,Monday,0,16,False,True,-0.8,0.0,0.0,9.5
2024-01-15 17:00:00,3610,2024-01-15,Monday,0,17,False,True,-1.1,0.0,0.0,9.7
2024-01-15 18:00:00,3314,2024-01-15,Monday,0,18,False,True,-1.4,0.0,0.0,8.9
2024-01-15 19:00:00,2647,2024-01-15,Monday,0,19,False,True,-1.6,0.0,0.0,8.9
2024-01-15 20:00:00,1831,2024-01-15,Monday,0,20,False,True,-1.9,0.0,0.0,9.8
2024-01-15 21:00:00,1087,2024-01-15,Monday,0,21,False,True,-2.8,0.1,0.07,10.5
2024-01-15 22:00:00,668,2024-01-15,Monday,0,22,False,True,-3.3,0.3,0.21,8.0
2024-01-15 23:00:00,461,2024-01-15,Monday,0,23,False,True,-3.7,0.4,0.28,5.5
2024-01-16 00:00:00,223,2024-01-16,Tuesday,1,0,False,False,-3.8,0.3,0.21,6.0
2024-01-16 01:00:00,96,2024-01-16,Tuesday,1,1,False,False,-4.1,0.7,0.49,1.4
2024-01-16 02:00:00,87,2024-01-16,Tuesday,1,2,False,False,-4.1,0.5,0.35,0.8
2024-01-16 03:00:00,52,2024-01-16,Tuesday,1,3,False,False,-4.0,0.5,0.35,5.5
2024-01-16 04:00:00,97,2024-01-16,Tuesday,1,4,False,False,-4.0,0.4,0.28,7.9
2024-01-16 05:00:00,385,2024-01-16,Tuesday,1,5,False,False,-4.0,0.4,0.28,9.2
2024-01-16 06:00:00,989,2024-01-16,Tuesday,1,6,False,False,-3.8,0.6,0.42,11.3
2024-01-16 07:00:00,1756,2024-01-16,Tuesday,1,7,False,False,-3.4,0.2,0.14,12.0
2024-01-16 08:00:00,2579,2024-01-16,Tuesday,1,8,False,False,-3.1,0.5,0.28,14.6
2024-01-16 09:00:00,1570,2024-01-16,Tuesday,1,9,False,False,-2.7,0.3,0.21,13.6
2024-01-16 10:00:00,872,2024-01-16,Tuesday,1,10,False,False,-2.1,0.5,0.28,13.6
2024-01-16 11:00:00,777,2024-01-16,Tuesday,1,11,False,False,-1.8,0.4,0.07,15.5
2024-01-16 12:00:00,973,2024-01-16,Tuesday,1,12,False,False,-1.7,1.4,0.0,14.5
2024-01-16 13:00:00,1089,2024-01-16,Tuesday,1,13,False,False,-1.4,0.6,0.0,14.0
2024-01-16 14:00:00,1341,2024-01-16,Tuesday,1,14,False,False,-1.0,0.4,0.0,16.6
2024-01-16 15:00:00,1478,2024-01-16,Tuesday,1,15,False,False,-0.9,1.3,0.07,23.2
2024-01-16 16:00:00,1802,2024-01-16,Tuesday,1,16,False,False,-1.6,0.3,0.14,16.6
2024-01-16 17:00:00,2899,2024-01-16,Tuesday,1,17,False,False,-1.0,0.1,0.07,16.5
2024-01-16 18:00:00,2768,2024-01-16,Tuesday,1,18,False,False,-1.1,0.1,0.07,14.5
2024-01-16 19:00:00,2014,2024-01-16,Tuesday,1,19,False,False,-1.0,0.0,0.0,18.9
2024-01-16 20:00:00,1337,2024-01-16,Tuesday,1,20,False,False,-2.1,0.0,0.0,19.8
2024-01-16 21:00:00,997,2024-01-16,Tuesday,1,21,False,False,-3.9,0.0,0.0,19.6
2024-01-16 22:00:00,721,2024-01-16,Tuesday,1,22,False,False,-4.7,0.0,0.0,22.5
2024-01-16 23:00:00,430,2024-01-16,Tuesday,1,23,False,False,-5.7,0.0,0.0,20.5
2024-01-17 00:00:00,248,2024-01-17,Wednesday,2,0,False,False,-6.3,0.0,0.0,15.2
2024-01-17 01:00:00,141,2024-01-17,Wednesday,2,1,False,False,-6.4,0.0,0.0,17.2
2024-01-17 02:00:00,91,2024-01-17,Wednesday,2,2,False,False,-6.8,0.0,0.0,17.7
2024-01-17 03:00:00,66,2024-01-17,Wednesday,2,3,False,False,-7.1,0.0,0.0,18.4
2024-01-17 04:00:00,110,2024-01-17,Wednesday,2,4,False,False,-7.4,0.0,0.0,17.4
2024-01-17 05:00:00,489,2024-01-17,Wednesday,2,5,False,False,-7.8,0.0,0.0,16.3
2024-01-17 06:00:00,1267,2024-01-17,Wednesday,2,6,False,False,-8.1,0.0,0.0,15.3
2024-01-17 07:00:00,2702,2024-01-17,Wednesday,2,7,False,False,-8.5,0.0,0.0,15.4
2024-01-17 08:00:00,4152,2024-01-17,Wednesday,2,8,False,False,-8.9,0.0,0.0,15.5
2024-01-17 09:00:00,2810,2024-01-17,Wednesday,2,9,False,False,-8.6,0.0,0.0,16.2
2024-01-17 10:00:00,1743,2024-01-17,Wednesday,2,10,False,False,-7.8,0.0,0.0,20.2
2024-01-17 11:00:00,1603,2024-01-17,Wednesday,2,11,False,False,-6.8,0.0,0.0,21.7
2024-01-17 12:00:00,1828,2024-01-17,Wednesday,2,12,False,False,-5.9,0.0,0.0,21.2
2024-01-17 13:00:00,1966,2024-01-17,Wednesday,2,13,False,False,-5.2,0.0,0.0,22.7
2024-01-17 14:00:00,2273,2024-01-17,Wednesday,2,14,False,False,-4.5,0.0,0.0,23.8
2024-01-17 15:00:00,2669,2024-01-17,Wednesday,2,15,False,False,-4.2,0.0,0.0,23.5
2024-01-17 16:00:00,3178,2024-01-17,Wednesday,2,16,False,False,-4.2,0.0,0.0,22.3
2024-01-17 17:00:00,4257,2024-01-17,Wednesday,2,17,False,False,-4.7,0.0,0.0,21.0
2024-01-17 18:00:00,3731,2024-01-17,Wednesday,2,18,False,False,-5.8,0.0,0.0,15.8
2024-01-17 19:00:00,2657,2024-01-17,Wednesday,2,19,False,False,-6.1,0.0,0.0,16.9
2024-01-17 20:00:00,1749,2024-01-17,Wednesday,2,20,False,False,-6.0,0.0,0.0,18.4
2024-01-17 21:00:00,1314,2024-01-17,Wednesday,2,21,False,False,-6.3,0.0,0.0,18.3
2024-01-17 22:00:00,1017,2024-01-17,Wednesday,2,22,False,False,-6.2,0.0,0.0,19.4
2024-01-17 23:00:00,680,2024-01-17,Wednesday,2,23,False,False,-6.2,0.0,0.0,16.2
2024-01-18 00:00:00,357,2024-01-18,Thursday,3,0,False,False,-6.4,0.0,0.0,15.0
2024-01-18 01:00:00,159,2024-01-18,Thursday,3,1,False,False,-6.5,0.0,0.0,14.5
2024-01-18 02:00:00,99,2024-01-18,Thursday,3,2,False,False,-6.6,0.0,0.0,14.7
2024-01-18 03:00:00,61,2024-01-18,Thursday,3,3,False,False,-6.7,0.0,0.0,13.7
2024-01-18 04:00:00,140,2024-01-18,Thursday,3,4,False,False,-6.8,0.0,0.0,12.8
2024-01-18 05:00:00,539,2024-01-18,Thursday,3,5,False,False,-6.8,0.0,0.0,13.5
2024-01-18 06:00:00,1487,2024-01-18,Thursday,3,6,False,False,-6.8,0.0,0.0,11.5
2024-01-18 07:00:00,3201,2024-01-18,Thursday,3,7,False,False,-6.4,0.0,0.0,11.8
2024-01-18 08:00:00,5098,2024-01-18,Thursday,3,8,False,False,-6.2,0.0,0.0,11.2
2024-01-18 09:00:00,3334,2024-01-18,Thursday,3,9,False,False,-4.8,0.0,0.0,11.2
2024-01-18 10:00:00,2310,2024-01-18,Thursday,3,10,False,False,-3.8,0.0,0.0,13.5
2024-01-18 11:00:00,2062,2024-01-18,Thursday,3,11,False,False,-3.0,0.1,0.07,12.1
2024-01-18 12:00:00,2248,2024-01-18,Thursday,3,12,False,False,-2.3,0.1,0.07,16.2
2024-01-18 13:00:00,2345,2024-01-18,Thursday,3,13,False,False,-1.5,0.1,0.07,17.1
2024-01-18 14:00:00,3022,2024-01-18,Thursday,3,14,False,False,-0.4,0.0,0.07,15.2
2024-01-18 15:00:00,3510,2024-01-18,Thursday,3,15,False,False,0.2,0.0,0.0,15.1
2024-01-18 16:00:00,4209,2024-01-18,Thursday,3,16,False,False,0.4,0.0,0.0,13.5
2024-01-18 17:00:00,5540,2024-01-18,Thursday,3,17,False,False,0.2,0.0,0.0,10.7
2024-01-18 18:00:00,5001,2024-01-18,Thursday,3,18,False,False,-1.0,0.0,0.0,7.1
2024-01-18 19:00:00,3786,2024-01-18,Thursday,3,19,False,False,-1.5,0.0,0.0,6.1
2024-01-18 20:00:00,2548,2024-01-18,Thursday,3,20,False,False,-1.5,0.0,0.0,6.4
2024-01-18 21:00:00,1933,2024-01-18,Thursday,3,21,False,False,-1.6,0.0,0.0,7.4
2024-01-18 22:00:00,1484,2024-01-18,Thursday,3,22,False,False,-1.5,0.0,0.0,6.0
2024-01-18 23:00:00,1022,2024-01-18,Thursday,3,23,False,False,-1.8,0.0,0.0,4.0
2024-01-19 00:00:00,596,2024-01-19,Friday,4,0,False,False,-2.2,0.0,0.0,4.3
2024-01-19 01:00:00,313,2024-01-19,Friday,4,1,False,False,-2.7,0.0,0.0,4.3
2024-01-19 02:00:00,212,2024-01-19,Friday,4,2,False,False,-2.8,0.0,0.0,3.6
2024-01-19 03:00:00,147,2024-01-19,Friday,4,3,False,False,-2.6,0.0,0.0,6.6
2024-01-19 04:00:00,194,2024-01-19,Friday,4,4,False,False,-2.8,0.0,0.0,7.6
2024-01-19 05:00:00,560,2024-01-19,Friday,4,5,False,False,-2.7,0.0,0.0,7.1
2024-01-19 06:00:00,1480,2024-01-19,Friday,4,6,False,False,-2.7,0.1,0.07,7.4
2024-01-19 07:00:00,3134,2024-01-19,Friday,4,7,False,False,-2.8,0.1,0.07,8.4
2024-01-19 08:00:00,4616,2024-01-19,Friday,4,8,False,False,-2.9,0.1,0.07,8.8
2024-01-19 09:00:00,2906,2024-01-19,Friday,4,9,False,False,-2.7,0.2,0.14,6.7
2024-01-19 10:00:00,2086,2024-01-19,Friday,4,10,False,False,-2.2,0.2,0.14,7.6
2024-01-19 11:00:00,1650,2024-01-19,Friday,4,11,False,False,-1.6,0.2,0.14,12.5
2024-01-19 12:00:00,1672,2024-01-19,Friday,4,12,False,False,-1.2,0.3,0.21,16.4
2024-01-19 13:00:00,1710,2024-01-19,Friday,4,13,False,False,-1.1,0.4,0.28,16.1
2024-01-19 14:00:00,2007,2024-01-19,Friday,4,14,False,False,-1.0,0.3,0.21,16.3
2024-01-19 15:00:00,2425,2024-01-19,Friday,4,15,False,False,-0.9,0.2,0.14,16.4
2024-01-19 16:00:00,3006,2024-01-19,Friday,4,16,False,False,-1.0,0.2,0.14,16.5
2024-01-19 17:00:00,3726,2024-01-19,Friday,4,17,False,False,-1.6,0.2,0.14,13.0
2024-01-19 18:00:00,3508,2024-01-19,Friday,4,18,False,False,-2.3,0.1,0.07,13.6
2024-01-19 19:00:00,2728,2024-01-19,Friday,4,19,False,False,-3.0,0.1,0.07,14.0
2024-01-19 20:00:00,1813,2024-01-19,Friday,4,20,False,False,-3.6,0.0,0.0,12.8
2024-01-19 21:00:00,1380,2024-01-19,Friday,4,21,False,False,-4.0,0.0,0.0,10.4
2024-01-19 22:00:00,1165,2024-01-19,Friday,4,22,False,False,-4.6,0.0,0.0,5.6
2024-01-19 23:00:00,1009,2024-01-19,Friday,4,23,False,False,-4.0,0.0,0.0,12.6
2024-01-20 00:00:00,733,2024-01-20,Saturday,5,0,True,False,-4.0,0.0,0.0,16.6
2024-01-20 01:00:00,482,2024-01-20,Saturday,5,1,True,False,-4.9,0.0,0.0,18.6
2024-01-20 02:00:00,320,2024-01-20,Saturday,5,2,True,False,-5.7,0.0,0.0,20.2
2024-01-20 03:00:00,200,2024-01-20,Saturday,5,3,True,False,-6.7,0.0,0.0,20.1
2024-01-20 04:00:00,144,2024-01-20,Saturday,5,4,True,False,-7.4,0.0,0.0,18.6
2024-01-20 05:00:00,158,2024-01-20,Saturday,5,5,True,False,-7.8,0.0,0.0,17.5
2024-01-20 06:00:00,364,2024-01-20,Saturday,5,6,True,False,-7.9,0.0,0.0,15.9
2024-01-20 07:00:00,725,2024-01-20,Saturday,5,7,True,False,-8.1,0.0,0.0,14.1
2024-01-20 08:00:00,1421,2024-01-20,Saturday,5,8,True,False,-8.1,0.0,0.0,12.5
2024-01-20 09:00:00,1860,2024-01-20,Saturday,5,9,True,False,-7.6,0.0,0.0,15.6
2024-01-20 10:00:00,2401,2024-01-20,Saturday,5,10,True,False,-6.4,0.0,0.0,21.0
2024-01-20 11:00:00,2803,2024-01-20,Saturday,5,11,True,False,-5.5,0.0,0.0,22.0
2024-01-20 12:00:00,2968,2024-01-20,Saturday,5,12,True,False,-4.2,0.0,0.0,23.5
2024-01-20 13:00:00,3106,2024-01-20,Saturday,5,13,True,False,-3.6,0.0,0.0,24.2
2024-01-20 14:00:00,3133,2024-01-20,Saturday,5,14,True,False,-3.3,0.0,0.0,25.1
2024-01-20 15:00:00,3069,2024-01-20,Saturday,5,15,True,False,-3.7,0.0,0.0,25.7
2024-01-20 16:00:00,2821,2024-01-20,Saturday,5,16,True,False,-4.4,0.0,0.0,26.2
2024-01-20 17:00:00,2370,2024-01-20,Saturday,5,17,True,False,-5.3,0.0,0.0,25.2
2024-01-20 18:00:00,2133,2024-01-20,Saturday,5,18,True,False,-6.3,0.0,0.0,21.7
2024-01-20 19:00:00,1788,2024-01-20,Saturday,5,19,True,False,-6.7,0.0,0.0,21.6
2024-01-20 20:00:00,1353,2024-01-20,Saturday,5,20,True,False,-7.0,0.0,0.0,21.9
2024-01-20 21:00:00,1045,2024-01-20,Saturday,5,21,True,False,-7.2,0.0,0.0,23.0
2024-01-20 22:00:00,918,2024-01-20,Saturday,5,22,True,False,-7.2,0.0,0.0,23.5
2024-01-20 23:00:00,869,2024-01-20,Saturday,5,23,True,False,-7.5,0.0,0.0,22.8
2024-01-21 00:00:00,650,2024-01-21,Sunday,6,0,True,False,-7.3,0.0,0.0,22.7
2024-01-21 01:00:00,441,2024-01-21,Sunday,6,1,True,False,-7.2,0.0,0.0,20.9
2024-01-21 02:00:00,295,2024-01-21,Sunday,6,2,True,False,-7.1,0.0,0.0,19.1
2024-01-21 03:00:00,188,2024-01-21,Sunday,6,3,True,False,-6.6,0.0,0.0,19.4
2024-01-21 04:00:00,152,2024-01-21,Sunday,6,4,True,False,-6.7,0.0,0.0,19.1
2024-01-21 05:00:00,136,2024-01-21,Sunday,6,5,True,False,-6.9,0.0,0.0,19.9
2024-01-21 06:00:00,293,2024-01-21,Sunday,6,6,True,False,-7.1,0.0,0.0,20.1
2024-01-21 07:00:00,559,2024-01-21,Sunday,6,7,True,False,-7.2,0.0,0.0,18.8
2024-01-21 08:00:00,917,2024-01-21,Sunday,6,8,True,False,-7.5,0.0,0.0,17.6
2024-01-21 09:00:00,1517,2024-01-21,Sunday,6,9,True,False,-6.5,0.0,0.0,18.6
2024-01-21 10:00:00,2124,2024-01-21,Sunday,6,10,True,False,-5.6,0.0,0.0,22.5
2024-01-21 11:00:00,2639,2024-01-21,Sunday,6,11,True,False,-4.8,0.0,0.0,23.0
2024-01-21 12:00:00,2897,2024-01-21,Sunday,6,12,True,False,-3.6,0.0,0.0,23.2
2024-01-21 13:00:00,3152,2024-01-21,Sunday,6,13,True,False,-2.6,0.0,0.0,21.8
2024-01-21 14:00:00,3266,2024-01-21,Sunday,6,14,True,False,-1.6,0.0,0.0,22.3
2024-01-21 15:00:00,3354,2024-01-21,Sunday,6,15,True,False,-1.1,0.0,0.0,23.6
2024-01-21 16:00:00,3089,2024-01-21,Sunday,6,16,True,False,-1.1,0.0,0.0,23.1
2024-01-21 17:00:00,2655,2024-01-21,Sunday,6,17,True,False,-1.9,0.0,0.0,20.6
2024-01-21 18:00:00,2402,2024-01-21,Sunday,6,18,True,False,-3.5,0.0,0.0,16.6
2024-01-21 19:00:00,1729,2024-01-21,Sunday,6,19,True,False,-4.4,0.0,0.0,17.1
2024-01-21 20:00:00,1272,2024-01-21,Sunday,6,20,True,False,-4.8,0.0,0.0,16.8
2024-01-21 21:00:00,1131,2024-01-21,Sunday,6,21,True,False,-4.3,0.0,0.0,17.4
2024-01-21 22:00:00,880,2024-01-21,Sunday,6,22,True,False,-4.8,0.0,0.0,15.3
2024-01-21 23:00:00,541,2024-01-21,Sunday,6,23,True,False,-5.2,0.0,0.0,13.2
2024-01-22 00:00:00,324,2024-01-22,Monday,0,0,False,False,-5.7,0.0,0.0,13.0
2024-01-22 01:00:00,153,2024-01-22,Monday,0,1,False,False,-5.9,0.0,0.0,12.2
2024-01-22 02:00:00,104,2024-01-22,Monday,0,2,False,False,-6.1,0.0,0.0,10.8
2024-01-22 03:00:00,98,2024-01-22,Monday,0,3,False,False,-6.3,0.0,0.0,9.2
2024-01-22 04:00:00,148,2024-01-22,Monday,0,4,False,False,-6.4,0.0,0.0,8.1
2024-01-22 05:00:00,656,2024-01-22,Monday,0,5,False,False,-6.5,0.0,0.0,7.2
2024-01-22 06:00:00,1764,2024-01-22,Monday,0,6,False,False,-6.8,0.0,0.0,5.9
2024-01-22 07:00:00,3622,2024-01-22,Monday,0,7,False,False,-6.8,0.0,0.0,6.8
2024-01-22 08:00:00,5778,2024-01-22,Monday,0,8,False,False,-6.9,0.0,0.0,7.6
2024-01-22 09:00:00,3886,2024-01-22,Monday,0,9,False,False,-5.9,0.0,0.0,9.4
2024-01-22 10:00:00,2437,2024-01-22,Monday,0,10,False,False,-3.5,0.0,0.0,8.2
2024-01-22 11:00:00,2398,2024-01-22,Monday,0,11,False,False,-1.8,0.0,0.0,8.0
2024-01-22 12:00:00,2780,2024-01-22,Monday,0,12,False,False,0.0,0.0,0.0,10.2
2024-01-22 13:00:00,2953,2024-01-22,Monday,0,13,False,False,1.6,0.0,0.0,13.0
2024-01-22 14:00:00,3504,2024-01-22,Monday,0,14,False,False,2.7,0.0,0.0,14.3
2024-01-22 15:00:00,4063,2024-01-22,Monday,0,15,False,False,3.5,0.0,0.0,16.6
2024-01-22 16:00:00,4886,2024-01-22,Monday,0,16,False,False,3.6,0.0,0.0,16.6
2024-01-22 17:00:00,5060,2024-01-22,Monday,0,17,False,False,2.7,0.0,0.0,14.4
2024-01-22 18:00:00,5741,2024-01-22,Monday,0,18,False,False,0.9,0.0,0.0,13.2
2024-01-22 19:00:00,3979,2024-01-22,Monday,0,19,False,False,0.5,0.0,0.0,14.8
2024-01-22 20:00:00,2639,2024-01-22,Monday,0,20,False,False,-0.1,0.0,0.0,17.6
2024-01-22 21:00:00,1899,2024-01-22,Monday,0,21,False,False,-1.9,0.0,0.0,17.1
2024-01-22 22:00:00,1360,2024-01-22,Monday,0,22,False,False,-1.8,0.0,0.0,17.3
2024-01-22 23:00:00,802,2024-01-22,Monday,0,23,False,False,-2.5,0.0,0.0,16.6
2024-01-23 00:00:00,483,2024-01-23,Tuesday,1,0,False,False,-1.6,0.0,0.0,18.8
2024-01-23 01:00:00,220,2024-01-23,Tuesday,1,1,False,False,-1.0,0.0,0.0,18.7
2024-01-23 02:00:00,144,2024-01-23,Tuesday,1,2,False,False,-0.5,0.0,0.0,17.2
2024-01-23 03:00:00,113,2024-01-23,Tuesday,1,3,False,False,-1.0,0.0,0.0,12.7
2024-01-23 04:00:00,182,2024-01-23,Tuesday,1,4,False,False,-0.6,0.0,0.0,11.6
2024-01-23 05:00:00,767,2024-01-23,Tuesday,1,5,False,False,-0.4,0.0,0.0,14.6
2024-01-23 06:00:00,2200,2024-01-23,Tuesday,1,6,False,False,-0.2,0.0,0.0,12.7
2024-01-23 07:00:00,4552,2024-01-23,Tuesday,1,7,False,False,-0.6,0.0,0.0,12.7
2024-01-23 08:00:00,7268,2024-01-23,Tuesday,1,8,False,False,-0.7,0.0,0.0,11.3
2024-01-23 09:00:00,4914,2024-01-23,Tuesday,1,9,False,False,1.1,0.0,0.0,8.6
2024-01-23 10:00:00,2585,2024-01-23,Tuesday,1,10,False,False,2.3,0.0,0.0,9.8
2024-01-23 11:00:00,1961,2024-01-23,Tuesday,1,11,False,False,2.7,0.2,0.0,8.7
2024-01-23 12:00:00,2112,2024-01-23,Tuesday,1,12,False,False,1.8,0.7,0.0,7.1
2024-01-23 13:00:00,2872,2024-01-23,Tuesday,1,13,False,False,2.2,0.5,0.0,6.8
2024-01-23 14:00:00,3465,2024-01-23,Tuesday,1,14,False,False,3.0,0.3,0.0,6.8
2024-01-23 15:00:00,4140,2024-01-23,Tuesday,1,15,False,False,4.1,0.0,0.0,6.2
2024-01-23 16:00:00,5082,2024-01-23,Tuesday,1,16,False,False,4.6,0.0,0.0,6.8
2024-01-23 17:00:00,7131,2024-01-23,Tuesday,1,17,False,False,3.8,0.0,0.0,3.1
2024-01-23 18:00:00,6803,2024-01-23,Tuesday,1,18,False,False,3.3,0.0,0.0,3.5
2024-01-23 19:00:00,4901,2024-01-23,Tuesday,1,19,False,False,1.6,0.0,0.0,5.4
2024-01-23 20:00:00,3287,2024-01-23,Tuesday,1,20,False,False,0.6,0.0,0.0,5.5
2024-01-23 21:00:00,2490,2024-01-23,Tuesday,1,21,False,False,0.6,0.0,0.0,4.1
2024-01-23 22:00:00,1954,2024-01-23,Tuesday,1,22,False,False,0.5,0.0,0.0,3.3
2024-01-23 23:00:00,994,2024-01-23,Tuesday,1,23,False,False,-0.6,0.0,0.0,5.4
2024-01-24 00:00:00,568,2024-01-24,Wednesday,2,0,False,False,0.2,0.0,0.0,5.2
2024-01-24 01:00:00,315,2024-01-24,Wednesday,2,1,False,False,0.3,0.1,0.0,6.2
2024-01-24 02:00:00,177,2024-01-24,Wednesday,2,2,False,False,0.3,0.0,0.0,5.2
2024-01-24 03:00:00,141,2024-01-24,Wednesday,2,3,False,False,0.6,0.0,0.0,7.9
2024-01-24 04:00:00,191,2024-01-24,Wednesday,2,4,False,False,0.6,0.0,0.0,8.0
2024-01-24 05:00:00,750,2024-01-24,Wednesday,2,5,False,False,0.3,0.2,0.0,5.2
2024-01-24 06:00:00,2058,2024-01-24,Wednesday,2,6,False,False,0.1,0.2,0.0,6.4
2024-01-24 07:00:00,3693,2024-01-24,Wednesday,2,7,False,False,0.8,0.2,0.0,6.5
2024-01-24 08:00:00,6766,2024-01-24,Wednesday,2,8,False,False,0.4,0.1,0.0,4.7
2024-01-24 09:00:00,5102,2024-01-24,Wednesday,2,9,False,False,1.5,0.2,0.0,6.1
2024-01-24 10:00:00,3403,2024-01-24,Wednesday,2,10,False,False,3.2,0.1,0.0,6.5
2024-01-24 11:00:00,2988,2024-01-24,Wednesday,2,11,False,False,4.8,0.1,0.0,4.8
2024-01-24 12:00:00,3330,2024-01-24,Wednesday,2,12,False,False,5.1,0.2,0.0,5.8
2024-01-24 13:00:00,3154,2024-01-24,Wednesday,2,13,False,False,5.2,0.1,0.0,4.7
2024-01-24 14:00:00,3237,2024-01-24,Wednesday,2,14,False,False,5.2,0.1,0.0,4.6
2024-01-24 15:00:00,3424,2024-01-24,Wednesday,2,15,False,False,5.6,0.0,0.0,4.6
2024-01-24 16:00:00,4086,2024-01-24,Wednesday,2,16,False,False,5.2,0.1,0.0,4.9
2024-01-24 17:00:00,5652,2024-01-24,Wednesday,2,17,False,False,4.8,0.1,0.0,6.0
2024-01-24 18:00:00,5287,2024-01-24,Wednesday,2,18,False,False,4.2,0.2,0.0,6.9
2024-01-24 19:00:00,3431,2024-01-24,Wednesday,2,19,False,False,4.0,0.4,0.0,7.1
2024-01-24 20:00:00,2660,2024-01-24,Wednesday,2,20,False,False,3.8,0.2,0.0,7.3
2024-01-24 21:00:00,2366,2024-01-24,Wednesday,2,21,False,False,3.9,0.4,0.0,6.5
2024-01-24 22:00:00,1920,2024-01-24,Wednesday,2,22,False,False,3.8,0.2,0.0,9.4
2024-01-24 23:00:00,1170,2024-01-24,Wednesday,2,23,False,False,4.2,0.0,0.0,10.5
2024-01-25 00:00:00,551,2024-01-25,Thursday,3,0,False,False,5.2,0.3,0.0,8.9
2024-01-25 01:00:00,303,2024-01-25,Thursday,3,1,False,False,6.8,0.2,0.0,11.5
2024-01-25 02:00:00,190,2024-01-25,Thursday,3,2,False,False,7.5,0.1,0.0,12.0
2024-01-25 03:00:00,108,2024-01-25,Thursday,3,3,False,False,8.2,0.4,0.0,16.1
2024-01-25 04:00:00,128,2024-01-25,Thursday,3,4,False,False,9.2,0.3,0.0,20.3
2024-01-25 05:00:00,458,2024-01-25,Thursday,3,5,False,False,9.6,0.1,0.0,21.2
2024-01-25 06:00:00,1264,2024-01-25,Thursday,3,6,False,False,9.9,0.3,0.0,19.7
2024-01-25 07:00:00,2925,2024-01-25,Thursday,3,7,False,False,9.9,0.3,0.0,14.2
2024-01-25 08:00:00,4059,2024-01-25,Thursday,3,8,False,False,9.1,0.2,0.0,8.3
2024-01-25 09:00:00,3372,2024-01-25,Thursday,3,9,False,False,8.1,0.5,0.0,9.5
2024-01-25 10:00:00,2178,2024-01-25,Thursday,3,10,False,False,8.9,0.4,0.0,7.2
2024-01-25 11:00:00,2889,2024-01-25,Thursday,3,11,False,False,8.8,1.2,0.0,7.0
2024-01-25 12:00:00,3668,2024-01-25,Thursday,3,12,False,False,9.4,0.7,0.0,7.2
2024-01-25 13:00:00,3858,2024-01-25,Thursday,3,13,False,False,11.4,0.1,0.0,8.2
2024-01-25 14:00:00,4460,2024-01-25,Thursday,3,14,False,False,11.1,0.1,0.0,7.2
2024-01-25 15:00:00,5252,2024-01-25,Thursday,3,15,False,False,10.9,0.1,0.0,6.6
