segment_id,segment_label,segment_type,origin,model,model_label,n,mae,rmse,mape,wape
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-07-12,previous_week,Previous week,24,143.0,204.62547088115238,0.2702663941236981,0.27952435250040725
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-07-12,calendar_lag_ridge,Calendar + lag ridge,24,70.2541865443711,97.46711928279204,0.4424078352334948,0.13732696506474232
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-07-12,weather_event_ridge,Weather/event ridge,24,114.43447893248954,130.52686926687855,0.6074502649806132,0.22368687851276667
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-07-19,previous_day,Previous day,24,133.33333333333334,185.6219275840007,0.2568875421815408,0.2152418107217327
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-07-19,previous_week,Previous week,24,107.875,146.52061857181286,0.1848660157267671,0.17414407748705185
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-07-19,calendar_lag_ridge,Calendar + lag ridge,24,49.639643755732656,65.52501420643463,0.13382381454856865,0.08013395104174237
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-07-19,weather_event_ridge,Weather/event ridge,24,48.83333745525989,69.01407868078361,0.07712889515731265,0.07883231983091661
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-07-26,previous_day,Previous day,24,119.5,168.96276710170991,0.19699228725018392,0.19689688315254703
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-07-26,previous_week,Previous week,24,33.458333333333336,39.06031660564636,0.12629527995682122,0.05512838116160923
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-07-26,calendar_lag_ridge,Calendar + lag ridge,24,50.49644529924075,65.19155801405286,0.17573623731824214,0.08320161246613882
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-07-26,weather_event_ridge,Weather/event ridge,24,44.91046547347008,56.44522609918456,0.12402616523630709,0.07399774621469737
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-02,previous_day,Previous day,24,186.08333333333334,321.1035658475315,0.35493308075133617,0.36763253210405006
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-02,previous_week,Previous week,24,108.08333333333333,198.3500693218936,0.273073557833703,0.213533091866974
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-02,calendar_lag_ridge,Calendar + lag ridge,24,110.57894725596941,218.37905790001943,0.27190220106550994,0.21846351120705185
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-02,weather_event_ridge,Weather/event ridge,24,111.9702127236124,192.6655235168162,0.3896464285598387,0.22121214235814107
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-09,previous_day,Previous day,24,133.625,194.44782933561726,0.24472632999313157,0.30412517780938836
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-09,previous_week,Previous week,24,81.20833333333333,105.27760920537662,0.24860567293299632,0.18482693219535326
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-09,calendar_lag_ridge,Calendar + lag ridge,24,54.40679217670003,72.95716673823729,0.17316157198770624,0.12382769200955909
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-09,weather_event_ridge,Weather/event ridge,24,108.12238038392813,133.76339889344666,0.39869119878151343,0.24608223131477241
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-16,previous_day,Previous day,24,110.125,170.237946220381,0.16941081401407834,0.18796671644975463
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-16,previous_week,Previous week,24,147.41666666666666,207.7229725700394,0.2402902086934319,0.2516179503591494
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-16,calendar_lag_ridge,Calendar + lag ridge,24,64.70673965998462,83.43033293911306,0.16198693759436292,0.11044461644546126
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-16,weather_event_ridge,Weather/event ridge,24,65.06885492705395,87.73609253904785,0.16360841280487268,0.11106269242936453
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-23,previous_day,Previous day,24,108.70833333333333,157.85000791891017,0.17313063899069817,0.18486501806844752
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-23,previous_week,Previous week,24,33.5,45.916591046519706,0.09684424104854368,0.05696875221427053
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-23,calendar_lag_ridge,Calendar + lag ridge,24,38.76527515124237,54.56917529076569,0.10959256194103106,0.06592266730176552
