origin,model,n,mae,rmse,mape
2024-08-23,previous_week,24,155.33333333333334,222.1967971566347,0.027907817139976115
2024-08-23,hour_of_day_profile,24,2143.4083333333333,2565.8538101083614,0.31287116725494507
2024-08-23,weekday_hour_profile,24,1937.5694444444443,2351.6334439374123,0.29193215582577264
2024-08-23,seasonal_lag_blend,24,1274.2076388888888,1570.20793320474,0.1860596916409152
2024-08-23,calendar_lag_ridge,24,320.60105683626483,420.05541752950256,0.09196321279877939
2024-08-30,previous_day,24,1134.6666666666667,1516.7392381904895,0.27511135681014537
2024-08-30,previous_week,24,881.6666666666666,1228.7207439718215,0.2544861175253286
2024-08-30,hour_of_day_profile,24,1389.4717630853995,1695.064360292402,0.251906385760242
2024-08-30,weekday_hour_profile,24,1247.8933823529412,1478.2148252295897,0.2514414370904463
2024-08-30,seasonal_lag_blend,24,693.3702818627452,873.8101021789166,0.18747348285332976
2024-08-30,calendar_lag_ridge,24,799.470798783343,1033.8047094231779,0.2978197231035579
2024-09-06,previous_day,24,1040.2083333333333,1495.0463342875587,0.16021090459682497
2024-09-06,previous_week,24,1366.8333333333333,1928.1598956863857,0.19239700884880354
2024-09-06,hour_of_day_profile,24,2522.3333333333335,3101.223681713231,0.30431432723478324
2024-09-06,weekday_hour_profile,24,2325.8607142857145,2879.809997127905,0.29091858063430326
2024-09-06,seasonal_lag_blend,24,1958.6254166666665,2494.547054805377,0.24286617994846363
2024-09-06,calendar_lag_ridge,24,1013.634875746398,1375.1701622979726,0.15021799508448386
2024-09-13,previous_day,24,952.8333333333334,1193.5030023701938,0.13783292929417387
2024-09-13,previous_week,24,571.5416666666666,756.4428541976364,0.08589164068708766
2024-09-13,hour_of_day_profile,24,2995.6726888020835,3606.4260275716974,0.3543387652695152
2024-09-13,weekday_hour_profile,24,2799.461805555556,3381.5827692710427,0.34178720188187933
2024-09-13,seasonal_lag_blend,24,2008.0230902777782,2418.6202007588595,0.24911807006906936
2024-09-13,calendar_lag_ridge,24,559.7318811659926,701.7259304979541,0.081344005808899
2024-09-20,previous_day,24,979.5,1209.6926262485028,0.14990038082659804
2024-09-20,previous_week,24,217.5,281.04255312437414,0.03590336767889287
2024-09-20,hour_of_day_profile,24,3116.51711026616,3700.1479601036363,0.3680536251699576
2024-09-20,weekday_hour_profile,24,2915.384009009009,3463.360321914539,0.3552616616961632
2024-09-20,seasonal_lag_blend,24,1962.0537725225224,2315.500301263398,0.24246985930796452
2024-09-20,calendar_lag_ridge,24,377.90842178474867,515.8941505620817,0.07282278865835949
2024-09-27,previous_day,24,1444.75,2050.4669793325943,0.19920218377773743
2024-09-27,previous_week,24,566.8333333333334,702.9040949280824,0.08427006078183863
2024-09-27,hour_of_day_profile,24,2506.941512345679,2972.4414314868654,0.31017386058829616
2024-09-27,weekday_hour_profile,24,2287.246710526316,2707.7928361355166,0.2946214749986593
2024-09-27,seasonal_lag_blend,24,1293.714528508772,1533.5317122677793,0.16394761618171208
2024-09-27,calendar_lag_ridge,24,539.3052835935141,692.7622891362709,0.12053267919319915
2024-10-04,previous_day,24,780.8333333333334,977.3514379860161,0.133768595709657
2024-10-04,previous_week,24,410.0833333333333,610.5810756975686,0.07169475051779113
2024-10-04,hour_of_day_profile,24,2130.654482551143,2521.708171206477,0.28840199812297107
2024-10-04,weekday_hour_profile,24,1880.5993589743587,2231.859203499654,0.2669799403997918
2024-10-04,seasonal_lag_blend,24,1100.5895833333334,1335.9052996530868,0.1618524489797029
2024-10-04,calendar_lag_ridge,24,355.15316920098627,455.49612650031514,0.13326686342643346
2024-10-11,previous_day,24,953.75,1241.3912893738755,0.1500850063317515
2024-10-11,previous_week,24,437.0,545.634416680864,0.10016316314018207
2024-10-11,hour_of_day_profile,24,1945.180457746479,2405.2599233653705,0.23562665733713836
