hour,rides,date,month,day_name,day_of_week,hour_of_day,day_of_year,is_weekend,is_federal_holiday,hour_sin,hour_cos,dow_sin,dow_cos,month_number,month_sin,month_cos,is_weekend_int,is_federal_holiday_int,days_since_start,lag_24h,lag_168h,rolling_24h_prior_day,rolling_168h_prior_day
2024-06-15 19:00:00,11101,2024-06-15,2024-06,Saturday,5,19,167,True,False,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,6,1.2246467991473532e-16,-1.0,1,0,166.79166666666666,4542.0,10886.0,6665.166666666667,6788.285714285715
2024-06-15 20:00:00,8940,2024-06-15,2024-06,Saturday,5,20,167,True,False,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,6,1.2246467991473532e-16,-1.0,1,0,166.83333333333334,5447.0,8762.0,6490.833333333333,6765.452380952381
2024-06-15 21:00:00,7275,2024-06-15,2024-06,Saturday,5,21,167,True,False,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,6,1.2246467991473532e-16,-1.0,1,0,166.875,4136.0,7038.0,6342.5,6750.4047619047615
2024-06-15 22:00:00,6429,2024-06-15,2024-06,Saturday,5,22,167,True,False,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,6,1.2246467991473532e-16,-1.0,1,0,166.91666666666666,4586.0,6366.0,6273.041666666667,6741.982142857143
2024-06-15 23:00:00,5540,2024-06-15,2024-06,Saturday,5,23,167,True,False,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,6,1.2246467991473532e-16,-1.0,1,0,166.95833333333334,4432.0,5662.0,6271.375,6736.619047619048
2024-06-16 00:00:00,4042,2024-06-16,2024-06,Sunday,6,0,168,True,False,0.0,1.0,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.0,3572.0,4326.0,6310.333333333333,6734.583333333333
2024-06-16 01:00:00,2780,2024-06-16,2024-06,Sunday,6,1,168,True,False,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.04166666666666,2375.0,2806.0,6346.125,6732.916666666667
2024-06-16 02:00:00,1948,2024-06-16,2024-06,Sunday,6,2,168,True,False,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.08333333333334,1832.0,1988.0,6384.333333333333,6733.428571428572
2024-06-16 03:00:00,1247,2024-06-16,2024-06,Sunday,6,3,168,True,False,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.125,1128.0,1242.0,6410.208333333333,6733.559523809524
2024-06-16 04:00:00,943,2024-06-16,2024-06,Sunday,6,4,168,True,False,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.16666666666666,724.0,786.0,6420.666666666667,6733.577380952381
2024-06-16 05:00:00,627,2024-06-16,2024-06,Sunday,6,5,168,True,False,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.20833333333334,702.0,650.0,6400.875,6733.5297619047615
2024-06-16 06:00:00,1144,2024-06-16,2024-06,Sunday,6,6,168,True,False,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.25,1636.0,1104.0,6328.875,6734.738095238095
2024-06-16 07:00:00,2088,2024-06-16,2024-06,Sunday,6,7,168,True,False,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.29166666666666,2624.0,1879.0,6162.666666666667,6733.0297619047615
