hour,rides,day_of_week,hour_of_day,day_name,is_weekend,trend_24h,trend_168h,seasonal_expected,seasonal_component,seasonal_residual,residual_robust_z
2024-01-01 14:00:00,4143.0,0,14,Monday,False,1820.5833333333333,2754.673469387755,3969.4,1434.7723118279569,173.5999999999999,0.22601509125391805
2024-01-01 15:00:00,4342.0,0,15,Monday,False,1747.9166666666667,2728.929292929293,4426.0,1891.3723118279568,-84.0,-0.22063997209099417
2024-01-01 16:00:00,4079.0,0,16,Monday,False,1707.25,2703.0,4820.8,2286.172311827957,-741.8000000000002,-1.3612055802753242
2024-01-01 17:00:00,3214.0,0,17,Monday,False,1687.2083333333333,2678.19801980198,5354.8,2820.172311827957,-2140.8,-3.786944841220714
2024-01-01 18:00:00,2701.0,0,18,Monday,False,1697.9166666666667,2658.5588235294117,5153.8,2619.172311827957,-2452.8,-4.327924576327906
2024-01-01 19:00:00,2172.0,0,19,Monday,False,1756.1666666666667,2650.359223300971,3750.2,1215.5723118279566,-1578.1999999999998,-2.811447408620373
2024-01-01 20:00:00,1719.0,0,20,Monday,False,1890.6666666666667,2661.201923076923,2557.4,22.772311827956855,-838.4000000000001,-1.5287012290296662
2024-01-01 21:00:00,1460.0,0,21,Monday,False,2082.8333333333335,2686.114285714286,1813.2,-721.4276881720432,-353.20000000000005,-0.6874083845616868
2024-01-01 22:00:00,1004.0,0,22,Monday,False,2189.9166666666665,2699.009433962264,1281.2,-1253.4276881720432,-277.20000000000005,-0.5556312695996786
2024-01-01 23:00:00,781.0,0,23,Monday,False,2230.375,2702.11214953271,886.2,-1648.4276881720432,-105.20000000000005,-0.257398851527765
2024-01-02 00:00:00,451.0,1,0,Tuesday,False,2249.7083333333335,2706.4166666666665,468.0,-2066.6276881720432,-17.0,-0.10446804179553948
2024-01-02 01:00:00,274.0,1,1,Tuesday,False,2251.2083333333335,2715.4954128440368,232.0,-2302.6276881720432,42.0,-0.0021673867592435577
2024-01-02 02:00:00,185.0,1,2,Tuesday,False,2250.75,2728.2636363636366,158.2,-2376.4276881720434,26.80000000000001,-0.0285228097516452
2024-01-02 03:00:00,119.0,1,3,Tuesday,False,2256.125,2745.945945945946,109.6,-2425.0276881720433,9.400000000000006,-0.058692833440315534
2024-01-02 04:00:00,168.0,1,4,Tuesday,False,2284.0,2770.8839285714284,173.4,-2361.227688172043,-5.400000000000006,-0.08435469266975927
2024-01-02 05:00:00,635.0,1,5,Tuesday,False,2355.6666666666665,2798.8849557522126,689.8,-1844.8276881720433,-54.799999999999955,-0.1700098173950646
2024-01-02 06:00:00,1802.0,1,6,Tuesday,False,2511.625,2832.9561403508774,1954.6,-580.0276881720433,-152.5999999999999,-0.33958615743828047
2024-01-02 07:00:00,3687.0,1,7,Tuesday,False,2648.6666666666665,2858.782608695652,4081.2,1546.5723118279566,-394.1999999999998,-0.7584986702648752
2024-01-02 08:00:00,5255.0,1,8,Tuesday,False,2729.9583333333335,2870.7586206896553,6323.4,3788.7723118279564,-1068.3999999999996,-1.9275003927304801
2024-01-02 09:00:00,3642.0,1,9,Tuesday,False,2777.5,2870.6068376068374,4261.6,1726.9723118279571,-619.6000000000004,-1.1493218506916745
2024-01-02 10:00:00,2562.0,1,10,Tuesday,False,2803.8333333333335,2864.5508474576272,2573.8,39.172311827956946,-11.800000000000182,-0.09545171287708659
2024-01-02 11:00:00,2836.0,1,11,Tuesday,False,2825.2083333333335,2856.327731092437,2131.4,-403.22768817204314,704.5999999999999,1.1467209865805814
2024-01-02 12:00:00,3193.0,1,12,Tuesday,False,2834.4583333333335,2845.5833333333335,2354.4,-180.22768817204314,838.5999999999999,1.3790648471714908
2024-01-02 13:00:00,3594.0,1,13,Tuesday,False,2840.25,2831.4793388429753,2575.0,40.372311827956764,1019.0,1.691862104265521
2024-01-02 14:00:00,4272.0,1,14,Tuesday,False,2842.5416666666665,2814.5819672131147,2904.6,369.9723118279567,1367.4,2.2959561418018857
2024-01-02 15:00:00,5011.0,1,15,Tuesday,False,2843.25,2795.682926829268,3415.8,881.172311827957,1595.1999999999998,2.6909407048064313
2024-01-02 16:00:00,5799.0,1,16,Tuesday,False,2843.875,2775.5564516129034,4041.4,1506.7723118279569,1757.6,2.972527592567354
2024-01-02 17:00:00,6957.0,1,17,Tuesday,False,2844.2916666666665,2755.12,5329.2,2794.5723118279566,1627.8000000000002,2.7474661514875036
2024-01-02 18:00:00,5990.0,1,18,Tuesday,False,2849.0416666666665,2735.1746031746034,4766.4,2231.7723118279564,1223.6000000000004,2.0466199690185074
2024-01-02 19:00:00,4123.0,1,19,Tuesday,False,2860.875,2718.740157480315,3289.6,754.9723118279567,833.4000000000001,1.370048518253038
2024-01-02 20:00:00,2860.0,1,20,Tuesday,False,2890.625,2706.7421875,2124.8,-409.82768817204305,735.1999999999998,1.1997786144468634
2024-01-02 21:00:00,2092.0,1,21,Tuesday,False,2943.3333333333335,2701.3488372093025,1590.8,-943.8276881720433,501.20000000000005,0.7940438131164699
2024-01-02 22:00:00,1517.0,1,22,Tuesday,False,2980.875,2704.4615384615386,1186.2,-1348.4276881720432,330.79999999999995,0.49858565009638794
2024-01-02 23:00:00,1003.0,1,23,Tuesday,False,3006.4166666666665,2712.374045801527,706.2,-1828.4276881720432,296.79999999999995,0.4396327302449632
2024-01-03 00:00:00,590.0,2,0,Wednesday,False,3023.3333333333335,2725.909090909091,411.0,-2123.6276881720432,179.0,0.23537820205385038
2024-01-03 01:00:00,329.0,2,1,Wednesday,False,3044.25,2741.1729323308273,226.6,-2308.0276881720433,102.4,0.10256074144740517
2024-01-03 02:00:00,202.0,2,2,Wednesday,False,3058.9583333333335,2757.7462686567164,140.0,-2394.6276881720432,62.0,0.032510801388653365
2024-01-03 03:00:00,134.0,2,3,Wednesday,False,3073.4166666666665,2772.3777777777777,115.2,-2419.4276881720434,18.799999999999997,-0.042394085010803995
